Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3393-7360-7995-58433,"Jul 5, 2021",7:33:15 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2s,RU,Москва,117437,RUB,299.17,0.011471,EUR,3.43
GPA.3393-7360-7995-58433,"Jul 5, 2021",7:33:15 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2s,RU,Москва,117437,RUB,-44.88,0.011471,EUR,-0.51
GPA.3345-6820-2870-55311,"Jul 5, 2021",10:58:21 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh5lm,US,FL,34957,USD,5.49,0.842750,EUR,4.63
GPA.3345-6820-2870-55311,"Jul 5, 2021",10:58:21 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh5lm,US,FL,34957,USD,-0.82,0.842750,EUR,-0.69
GPA.3384-1383-3209-88382,"Jul 5, 2021",1:21:46 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,MI,48706,USD,5.49,0.842500,EUR,4.63
GPA.3384-1383-3209-88382,"Jul 5, 2021",1:21:46 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,MI,48706,USD,-0.82,0.842500,EUR,-0.69
GPA.3345-0182-9828-92066,"Jul 5, 2021",1:58:20 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh5lm-8m,US,IN,47283,USD,5.49,0.842500,EUR,4.63
GPA.3345-0182-9828-92066,"Jul 5, 2021",1:58:20 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh5lm-8m,US,IN,47283,USD,-0.82,0.842500,EUR,-0.69
GPA.3304-0595-7374-89850,"Jul 5, 2021",1:58:30 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mh5lm-8m,US,IN,47283,USD,3.49,0.842500,EUR,2.94
GPA.3304-0595-7374-89850,"Jul 5, 2021",1:58:30 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mh5lm-8m,US,IN,47283,USD,-0.52,0.842500,EUR,-0.44
GPA.3304-6278-3608-08828,"Jul 5, 2021",3:41:36 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,100011886,US,MT,59807,USD,1.99,0.842900,EUR,1.68
GPA.3304-6278-3608-08828,"Jul 5, 2021",3:41:36 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,100011886,US,MT,59807,USD,-0.30,0.842900,EUR,-0.25
GPA.3342-2291-4480-42687,"Jul 5, 2021",3:41:55 PM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,100011886,US,MT,59807,USD,2.49,0.842900,EUR,2.10
GPA.3342-2291-4480-42687,"Jul 5, 2021",3:41:55 PM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,100011886,US,MT,59807,USD,-0.37,0.842900,EUR,-0.31
GPA.3398-2282-3325-40805,"Jul 5, 2021",3:56:02 PM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,8505FS,US,MO,64735,USD,2.49,0.842900,EUR,2.10
GPA.3398-2282-3325-40805,"Jul 5, 2021",3:56:02 PM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,8505FS,US,MO,64735,USD,-0.37,0.842900,EUR,-0.31
GPA.3375-4413-3468-23615,"Jul 5, 2021",3:56:42 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,8505FS,US,MO,64735,USD,1.99,0.842900,EUR,1.68
GPA.3375-4413-3468-23615,"Jul 5, 2021",3:56:42 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,8505FS,US,MO,64735,USD,-0.30,0.842900,EUR,-0.25
GPA.3397-2937-1404-10649,"Jul 5, 2021",4:37:07 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,KS,67005,USD,5.49,0.842850,EUR,4.63
GPA.3397-2937-1404-10649,"Jul 5, 2021",4:37:07 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,KS,67005,USD,-0.82,0.842850,EUR,-0.69
GPA.3373-4222-3374-03941,"Jul 5, 2021",11:33:52 PM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,cv7as,US,NE,68847,USD,2.49,0.842100,EUR,2.10
GPA.3373-4222-3374-03941,"Jul 5, 2021",11:33:52 PM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,cv7as,US,NE,68847,USD,-0.37,0.842100,EUR,-0.31
GPA.3380-5027-1712-39763,"Jul 6, 2021",9:42:30 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,IL,62960,USD,3.49,0.845100,EUR,2.95
GPA.3380-5027-1712-39763,"Jul 6, 2021",9:42:30 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,IL,62960,USD,-0.52,0.845100,EUR,-0.44
GPA.3396-2567-9973-04916,"Jul 6, 2021",11:51:29 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,ID,83704,USD,5.49,0.846400,EUR,4.65
GPA.3396-2567-9973-04916,"Jul 6, 2021",11:51:29 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,ID,83704,USD,-0.82,0.846400,EUR,-0.69
GPA.3386-9827-9608-69036,"Jul 6, 2021",11:54:27 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,NE,68136,USD,5.49,0.846400,EUR,4.65
GPA.3386-9827-9608-69036,"Jul 6, 2021",11:54:27 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,NE,68136,USD,-0.82,0.846400,EUR,-0.69
GPA.3367-0417-3683-26348,"Jul 6, 2021",4:00:21 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,CA,ON,L0B 1J0,CAD,7.49,0.678930,EUR,5.09
GPA.3367-0417-3683-26348,"Jul 6, 2021",4:00:21 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,CA,ON,L0B 1J0,CAD,-1.12,0.678930,EUR,-0.76
GPA.3369-4076-4060-61407,"Jul 6, 2021",6:59:34 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,MD,21811,USD,3.49,0.846050,EUR,2.95
GPA.3369-4076-4060-61407,"Jul 6, 2021",6:59:34 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,MD,21811,USD,-0.52,0.846050,EUR,-0.44
GPA.3329-9917-9894-43010,"Jul 7, 2021",9:29:17 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,flame,US,CA,91755,USD,3.49,0.847400,EUR,2.96
GPA.3329-9917-9894-43010,"Jul 7, 2021",9:29:17 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,flame,US,CA,91755,USD,-0.52,0.847400,EUR,-0.44
GPA.3377-5566-6334-18084,"Jul 7, 2021",12:06:26 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWVOG,GB,,CH49 6PG,GBP,2.97,1.168900,EUR,3.47
GPA.3313-1255-5826-79153,"Jul 7, 2021",12:09:31 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a01q,US,TX,79087,USD,3.49,0.847450,EUR,2.96
GPA.3313-1255-5826-79153,"Jul 7, 2021",12:09:31 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a01q,US,TX,79087,USD,-0.52,0.847450,EUR,-0.44
GPA.3388-4303-3297-88921,"Jul 7, 2021",3:34:45 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a01q,US,TX,79087,USD,5.49,0.848150,EUR,4.66
GPA.3388-4303-3297-88921,"Jul 7, 2021",3:34:45 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a01q,US,TX,79087,USD,-0.82,0.848150,EUR,-0.70
GPA.3345-5885-1333-51204,"Jul 7, 2021",3:37:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dreamqltecan,CA,QC,H9H 4Y2,CAD,4.49,0.679740,EUR,3.05
GPA.3345-5885-1333-51204,"Jul 7, 2021",3:37:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dreamqltecan,CA,QC,H9H 4Y2,CAD,-0.67,0.679740,EUR,-0.46
GPA.3386-5295-8120-17454,"Jul 7, 2021",3:53:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltecan,CA,QC,H9H 4Y2,CAD,7.49,0.679740,EUR,5.09
GPA.3386-5295-8120-17454,"Jul 7, 2021",3:53:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltecan,CA,QC,H9H 4Y2,CAD,-1.12,0.679740,EUR,-0.76
GPA.3392-9653-2144-70070,"Jul 7, 2021",8:42:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,NY,14701,USD,5.49,0.848400,EUR,4.66
GPA.3392-9653-2144-70070,"Jul 7, 2021",8:42:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,NY,14701,USD,-0.82,0.848400,EUR,-0.70
GPA.3302-4889-9628-55711,"Jul 8, 2021",5:07:57 AM PDT,,Charge,,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,redfin,CH,,4600,CHF,1.00,0.920900,EUR,0.92
GPA.3302-4889-9628-55711,"Jul 8, 2021",5:07:57 AM PDT,,Google fee,,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,redfin,CH,,4600,CHF,-0.15,0.920900,EUR,-0.14
GPA.3302-4889-9628-55711,"Jul 8, 2021",5:09:19 AM PDT,,Charge refund,Full,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,redfin,CH,,4600,CHF,-1.00,0.920900,EUR,-0.92
GPA.3302-4889-9628-55711,"Jul 8, 2021",5:09:19 AM PDT,,Google fee refund,Full,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,redfin,CH,,4600,CHF,0.15,0.920900,EUR,0.14
GPA.3342-1083-5683-07982,"Jul 8, 2021",9:56:21 AM PDT,,Charge,,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,0,,beyond1,BE,,9940,EUR,2.10,1.000000,EUR,2.10
GPA.3361-8686-2255-26905,"Jul 8, 2021",10:17:30 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a9y18qlte,GB,,IP6 8EY,GBP,1.84,1.162600,EUR,2.14
GPA.3317-9189-0782-16530,"Jul 8, 2021",11:17:59 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Z6201,US,SC,29640,USD,3.49,0.844200,EUR,2.95
GPA.3317-9189-0782-16530,"Jul 8, 2021",11:17:59 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Z6201,US,SC,29640,USD,-0.52,0.844200,EUR,-0.44
GPA.3320-1905-5665-37533,"Jul 8, 2021",11:18:14 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Z6201,US,SC,29640,USD,5.49,0.844200,EUR,4.63
GPA.3320-1905-5665-37533,"Jul 8, 2021",11:18:14 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Z6201,US,SC,29640,USD,-0.82,0.844200,EUR,-0.69
GPA.3366-8446-6248-56614,"Jul 8, 2021",12:38:35 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserlteatt,US,CA,92253,USD,5.49,0.844650,EUR,4.64
GPA.3366-8446-6248-56614,"Jul 8, 2021",12:38:35 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserlteatt,US,CA,92253,USD,-0.82,0.844650,EUR,-0.69
GPA.3313-9107-7758-96495,"Jul 8, 2021",3:11:55 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,taimen,CA,BC,V9A 4C4,CAD,7.49,0.673540,EUR,5.04
GPA.3313-9107-7758-96495,"Jul 8, 2021",3:11:55 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,taimen,CA,BC,V9A 4C4,CAD,-1.12,0.673540,EUR,-0.75
GPA.3352-5642-4277-44672,"Jul 8, 2021",6:33:50 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh10xlm,US,CO,80904,USD,5.49,0.844200,EUR,4.63
GPA.3352-5642-4277-44672,"Jul 8, 2021",6:33:50 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh10xlm,US,CO,80904,USD,-0.82,0.844200,EUR,-0.69
GPA.3314-0826-2723-82311,"Jul 8, 2021",6:58:22 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,AL,35981,USD,5.49,0.844200,EUR,4.63
GPA.3314-0826-2723-82311,"Jul 8, 2021",6:58:22 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,AL,35981,USD,-0.82,0.844200,EUR,-0.69
GPA.3386-6242-8360-54816,"Jul 8, 2021",6:58:36 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,AL,35981,USD,3.49,0.844200,EUR,2.95
GPA.3386-6242-8360-54816,"Jul 8, 2021",6:58:36 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,AL,35981,USD,-0.52,0.844200,EUR,-0.44
GPA.3373-0028-9421-49433,"Jul 9, 2021",7:35:25 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,CO,80634,USD,5.49,0.842700,EUR,4.63
GPA.3373-0028-9421-49433,"Jul 9, 2021",7:35:25 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,CO,80634,USD,-0.82,0.842700,EUR,-0.69
GPA.3311-5512-9705-78892,"Jul 9, 2021",9:28:18 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,AZ,86047,USD,3.49,0.842900,EUR,2.94
GPA.3311-5512-9705-78892,"Jul 9, 2021",9:28:18 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,AZ,86047,USD,-0.52,0.842900,EUR,-0.44
GPA.3336-1789-8180-68779,"Jul 9, 2021",4:20:40 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a50,CA,ON,L8R 2K5,CAD,7.49,0.676430,EUR,5.07
GPA.3336-1789-8180-68779,"Jul 9, 2021",4:20:40 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a50,CA,ON,L8R 2K5,CAD,-1.12,0.676430,EUR,-0.76
GPA.3332-1749-6809-09038,"Jul 9, 2021",5:13:23 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,CA,ON,L8R 2K5,CAD,4.49,0.676430,EUR,3.04
GPA.3332-1749-6809-09038,"Jul 9, 2021",5:13:23 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,CA,ON,L8R 2K5,CAD,-0.67,0.676430,EUR,-0.45
GPA.3385-5750-9828-41332,"Jul 10, 2021",2:11:09 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sunfish,CA,BC,V0J 2X1,CAD,7.49,0.676430,EUR,5.07
GPA.3385-5750-9828-41332,"Jul 10, 2021",2:11:09 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sunfish,CA,BC,V0J 2X1,CAD,-1.12,0.676430,EUR,-0.76
GPA.3337-8176-5448-31964,"Jul 10, 2021",2:11:22 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sunfish,CA,BC,V0J 2X1,CAD,4.49,0.676430,EUR,3.04
GPA.3337-8176-5448-31964,"Jul 10, 2021",2:11:22 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sunfish,CA,BC,V0J 2X1,CAD,-0.67,0.676430,EUR,-0.45
GPA.3339-0411-6961-70795,"Jul 10, 2021",3:31:42 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,NJ,07071,USD,5.49,0.841950,EUR,4.62
GPA.3339-0411-6961-70795,"Jul 10, 2021",3:31:42 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,NJ,07071,USD,-0.82,0.841950,EUR,-0.69
GPA.3393-2354-4057-43414,"Jul 10, 2021",6:06:26 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2q,US,PA,18017,USD,3.49,0.841950,EUR,2.94
GPA.3393-2354-4057-43414,"Jul 10, 2021",6:06:26 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2q,US,PA,18017,USD,-0.52,0.841950,EUR,-0.44
GPA.3374-0219-7164-26501,"Jul 10, 2021",6:06:43 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,PA,18017,USD,5.49,0.841950,EUR,4.62
GPA.3374-0219-7164-26501,"Jul 10, 2021",6:06:43 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,PA,18017,USD,-0.82,0.841950,EUR,-0.69
GPA.3344-2905-4819-24763,"Jul 10, 2021",6:20:21 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,PA,18018,USD,5.49,0.841950,EUR,4.62
GPA.3344-2905-4819-24763,"Jul 10, 2021",6:20:21 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,PA,18018,USD,-0.82,0.841950,EUR,-0.69
GPA.3345-3463-9268-92999,"Jul 10, 2021",7:15:28 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,MA,01588,USD,3.49,0.841950,EUR,2.94
GPA.3345-3463-9268-92999,"Jul 10, 2021",7:15:28 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,MA,01588,USD,-0.52,0.841950,EUR,-0.44
GPA.3329-8091-8181-51605,"Jul 10, 2021",8:00:13 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,MA,01588,USD,5.49,0.841950,EUR,4.62
GPA.3329-8091-8181-51605,"Jul 10, 2021",8:00:13 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,MA,01588,USD,-0.82,0.841950,EUR,-0.69
GPA.3312-8990-4997-66082,"Jul 10, 2021",11:06:32 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,MO,65737,USD,5.49,0.841950,EUR,4.62
GPA.3312-8990-4997-66082,"Jul 10, 2021",11:06:32 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,MO,65737,USD,-0.82,0.841950,EUR,-0.69
GPA.3303-5727-6649-75838,"Jul 10, 2021",11:52:12 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8T,SE,,23934,SEK,33.32,0.098230,EUR,3.27
GPA.3305-3075-3260-79709,"Jul 10, 2021",12:24:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond2q,US,TN,37130,USD,3.49,0.841950,EUR,2.94
GPA.3305-3075-3260-79709,"Jul 10, 2021",12:24:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond2q,US,TN,37130,USD,-0.52,0.841950,EUR,-0.44
GPA.3375-4812-1347-18096,"Jul 10, 2021",12:25:08 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,TN,37130,USD,5.49,0.841950,EUR,4.62
GPA.3375-4812-1347-18096,"Jul 10, 2021",12:25:08 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,TN,37130,USD,-0.82,0.841950,EUR,-0.69
GPA.3301-0588-1866-19456,"Jul 10, 2021",1:27:08 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,CA,92804,USD,5.49,0.841950,EUR,4.62
GPA.3301-0588-1866-19456,"Jul 10, 2021",1:27:08 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,CA,92804,USD,-0.82,0.841950,EUR,-0.69
GPA.3331-4793-5444-59993,"Jul 10, 2021",2:15:57 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gtelwifiue,US,OK,73078,USD,5.49,0.841950,EUR,4.62
GPA.3331-4793-5444-59993,"Jul 10, 2021",2:15:57 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gtelwifiue,US,OK,73078,USD,-0.82,0.841950,EUR,-0.69
GPA.3312-4696-3598-01848,"Jul 10, 2021",2:48:26 PM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,ginna,US,MO,65109,USD,2.49,0.841950,EUR,2.10
GPA.3312-4696-3598-01848,"Jul 10, 2021",2:48:26 PM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,ginna,US,MO,65109,USD,-0.37,0.841950,EUR,-0.31
GPA.3317-0995-1995-50598,"Jul 10, 2021",3:52:32 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh30xlm,US,FL,34668,USD,5.49,0.841950,EUR,4.62
GPA.3317-0995-1995-50598,"Jul 10, 2021",3:52:32 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh30xlm,US,FL,34668,USD,-0.82,0.841950,EUR,-0.69
GPA.3390-0926-7792-16871,"Jul 10, 2021",5:54:47 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a10e,US,CO,80013,USD,5.49,0.841950,EUR,4.62
GPA.3390-0926-7792-16871,"Jul 10, 2021",5:54:47 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a10e,US,CO,80013,USD,-0.82,0.841950,EUR,-0.69
GPA.3363-9161-4989-92304,"Jul 10, 2021",6:11:29 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWCLT,PH,,1103,PHP,295.00,0.016815,EUR,4.96
