Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID
GPA.3351-2344-2452-99833,"Oct 10, 2021",5:38:07 AM PDT,,Charge,,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,a12u,US,PA,16510,USD,0.99,0.864000,EUR,0.86,,
GPA.3351-2344-2452-99833,"Oct 10, 2021",5:38:07 AM PDT,,Google fee,,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,a12u,US,PA,16510,USD,-0.15,0.864000,EUR,-0.13,,
GPA.3378-6476-2422-51683,"Oct 10, 2021",7:35:10 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,foles,US,UT,84108,USD,5.49,0.864000,EUR,4.74,,
GPA.3378-6476-2422-51683,"Oct 10, 2021",7:35:10 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,foles,US,UT,84108,USD,-0.82,0.864000,EUR,-0.71,,
GPA.3381-5359-4490-17431,"Oct 10, 2021",7:42:30 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a50,US,KS,66062,USD,5.49,0.864000,EUR,4.74,,
GPA.3381-5359-4490-17431,"Oct 10, 2021",7:42:30 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a50,US,KS,66062,USD,-0.82,0.864000,EUR,-0.71,,
GPA.3303-6450-9448-94687,"Oct 10, 2021",11:42:39 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh30xlm,US,FL,32960,USD,3.49,0.864000,EUR,3.02,,
GPA.3303-6450-9448-94687,"Oct 10, 2021",11:42:39 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh30xlm,US,FL,32960,USD,-0.52,0.864000,EUR,-0.45,,
GPA.3331-5250-7302-02573,"Oct 10, 2021",3:50:08 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,CPH1909,TR,BURSA,16000,TRY,16.09,0.096456,EUR,1.55,,
GPA.3331-5250-7302-02573,"Oct 10, 2021",3:50:08 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,CPH1909,TR,BURSA,16000,TRY,-2.41,0.096456,EUR,-0.23,,
GPA.3347-4433-7997-57367,"Oct 10, 2021",4:36:53 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,US,TX,76708,USD,3.49,0.863950,EUR,3.02,,
GPA.3347-4433-7997-57367,"Oct 10, 2021",4:36:53 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,US,TX,76708,USD,-0.52,0.863950,EUR,-0.45,,
GPA.3359-8186-2874-87321,"Oct 10, 2021",7:01:09 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,parker,US,KY,42450,USD,3.49,0.863950,EUR,3.02,,
GPA.3359-8186-2874-87321,"Oct 10, 2021",7:01:09 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,parker,US,KY,42450,USD,-0.52,0.863950,EUR,-0.45,,
GPA.3308-1525-8938-00072,"Oct 10, 2021",7:09:35 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,IL,60126,USD,5.49,0.863950,EUR,4.74,,
GPA.3308-1525-8938-00072,"Oct 10, 2021",7:09:35 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,IL,60126,USD,-0.82,0.863950,EUR,-0.71,,
GPA.3386-1783-4479-98533,"Oct 10, 2021",7:34:29 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,PA,15946,USD,5.49,0.863950,EUR,4.74,,
GPA.3386-1783-4479-98533,"Oct 10, 2021",7:34:29 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,PA,15946,USD,-0.82,0.863950,EUR,-0.71,,
GPA.3399-4251-2157-26445,"Oct 10, 2021",11:17:05 PM PDT,,Charge,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,starqltesq,US,LA,70533,USD,3.49,0.864150,EUR,3.02,,
GPA.3399-4251-2157-26445,"Oct 10, 2021",11:17:05 PM PDT,,Google fee,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,starqltesq,US,LA,70533,USD,-0.52,0.864150,EUR,-0.45,,
GPA.3398-9751-3249-65350,"Oct 10, 2021",11:17:43 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,starqltesq,US,LA,70533,USD,5.49,0.864150,EUR,4.74,,
GPA.3398-9751-3249-65350,"Oct 10, 2021",11:17:43 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,starqltesq,US,LA,70533,USD,-0.82,0.864150,EUR,-0.71,,
GPA.3393-5250-6635-64995,"Oct 11, 2021",4:20:11 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,coral,US,OR,97526,USD,5.49,0.865300,EUR,4.75,,
GPA.3393-5250-6635-64995,"Oct 11, 2021",4:20:11 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,coral,US,OR,97526,USD,-0.82,0.865300,EUR,-0.71,,
GPA.3315-0953-0972-62136,"Oct 11, 2021",5:12:15 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51x,US,MO,65051,USD,3.49,0.864850,EUR,3.02,,
GPA.3315-0953-0972-62136,"Oct 11, 2021",5:12:15 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51x,US,MO,65051,USD,-0.52,0.864850,EUR,-0.45,,
GPA.3397-9295-9483-67268,"Oct 11, 2021",6:54:31 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,kltetfnvzw,US,FL,32701,USD,5.49,0.864400,EUR,4.75,,
GPA.3397-9295-9483-67268,"Oct 11, 2021",6:54:31 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,kltetfnvzw,US,FL,32701,USD,-0.82,0.864400,EUR,-0.71,,
GPA.3369-0699-3611-50720,"Oct 11, 2021",7:12:09 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,kltetfnvzw,US,FL,32701,USD,3.49,0.864800,EUR,3.02,,
GPA.3369-0699-3611-50720,"Oct 11, 2021",7:12:09 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,kltetfnvzw,US,FL,32701,USD,-0.52,0.864800,EUR,-0.45,,
GPA.3308-8059-0233-98145,"Oct 11, 2021",7:13:04 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1s,GB,,DE119JZ,GBP,1.84,1.178100,EUR,2.17,,
GPA.3352-7608-8567-83111,"Oct 11, 2021",7:13:26 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1s,GB,,DE119JZ,GBP,2.97,1.178100,EUR,3.50,,
GPA.3381-2924-8392-40407,"Oct 11, 2021",11:06:40 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gts6lwifi,DE,,40764,EUR,3.56,1.000000,EUR,3.56,,
GPA.3310-3788-1437-96323,"Oct 11, 2021",3:48:40 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,greatqlte,US,NC,28684,USD,3.49,0.865550,EUR,3.02,,
GPA.3310-3788-1437-96323,"Oct 11, 2021",3:48:40 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,greatqlte,US,NC,28684,USD,-0.52,0.865550,EUR,-0.45,,
GPA.3310-0204-6846-62520,"Oct 11, 2021",5:06:58 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus8TTMO,US,OR,97005,USD,3.49,0.865850,EUR,3.02,,
GPA.3310-0204-6846-62520,"Oct 11, 2021",5:06:58 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus8TTMO,US,OR,97005,USD,-0.52,0.865850,EUR,-0.45,,
GPA.3335-5891-5616-98223,"Oct 11, 2021",5:16:27 PM PDT,,Charge,,System Info LIve Wallpaper,com.droidbs.wallpaper.live.systeminfo,0,,a50,DE,,52134,EUR,1.50,1.000000,EUR,1.50,,
GPA.3365-5741-3280-42619,"Oct 11, 2021",5:35:16 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus8TTMO,US,AR,72740,USD,3.49,0.865850,EUR,3.02,,
GPA.3365-5741-3280-42619,"Oct 11, 2021",5:35:16 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus8TTMO,US,AR,72740,USD,-0.52,0.865850,EUR,-0.45,,
GPA.3335-5891-5616-98223,"Oct 11, 2021",6:21:57 PM PDT,,Charge refund,Full,System Info LIve Wallpaper,com.droidbs.wallpaper.live.systeminfo,0,,a50,DE,,52134,EUR,-1.50,1.000000,EUR,-1.50,,
GPA.3383-7438-2602-71809,"Oct 11, 2021",7:24:18 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,PIXI5-8_4G_TMO,US,OH,43537,USD,3.49,0.865800,EUR,3.02,,
GPA.3383-7438-2602-71809,"Oct 11, 2021",7:24:18 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,PIXI5-8_4G_TMO,US,OH,43537,USD,-0.52,0.865800,EUR,-0.45,,
GPA.3328-3462-6752-38707,"Oct 11, 2021",7:24:42 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,PIXI5-8_4G_TMO,US,OH,43537,USD,5.49,0.865800,EUR,4.75,,
GPA.3328-3462-6752-38707,"Oct 11, 2021",7:24:42 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,PIXI5-8_4G_TMO,US,OH,43537,USD,-0.82,0.865800,EUR,-0.71,,
GPA.3335-6225-3016-11749,"Oct 11, 2021",10:29:03 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus6T,US,MI,49506,USD,5.49,0.865100,EUR,4.75,,
GPA.3335-6225-3016-11749,"Oct 11, 2021",10:29:03 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus6T,US,MI,49506,USD,-0.82,0.865100,EUR,-0.71,,
GPA.3381-2924-8392-40407,"Oct 12, 2021",5:41:16 AM PDT,,Charge refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gts6lwifi,DE,,40764,EUR,-3.56,1.000000,EUR,-3.56,,
GPA.3332-4626-4749-51822,"Oct 12, 2021",8:01:49 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserlteatt,US,IN,47711,USD,5.49,0.866300,EUR,4.76,,
GPA.3332-4626-4749-51822,"Oct 12, 2021",8:01:49 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserlteatt,US,IN,47711,USD,-0.82,0.866300,EUR,-0.71,,
GPA.3383-0057-2451-32048,"Oct 12, 2021",8:35:58 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a01q,US,TN,37863,USD,3.49,0.866300,EUR,3.02,,
GPA.3383-0057-2451-32048,"Oct 12, 2021",8:35:58 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a01q,US,TN,37863,USD,-0.52,0.866300,EUR,-0.45,,
GPA.3333-7192-2819-89414,"Oct 12, 2021",8:43:33 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,OK,74854,USD,3.49,0.866300,EUR,3.02,,
GPA.3333-7192-2819-89414,"Oct 12, 2021",8:43:33 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,OK,74854,USD,-0.52,0.866300,EUR,-0.45,,
GPA.3344-3761-2799-71961,"Oct 12, 2021",9:43:04 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,timelm,US,PA,18109,USD,5.49,0.866000,EUR,4.75,,
GPA.3344-3761-2799-71961,"Oct 12, 2021",9:43:04 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,timelm,US,PA,18109,USD,-0.82,0.866000,EUR,-0.71,,
GPA.3362-3452-9425-66555,"Oct 12, 2021",9:43:17 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,timelm,US,PA,18109,USD,3.49,0.866000,EUR,3.02,,
GPA.3362-3452-9425-66555,"Oct 12, 2021",9:43:17 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,timelm,US,PA,18109,USD,-0.52,0.866000,EUR,-0.45,,
GPA.3358-6648-0551-45233,"Oct 12, 2021",10:51:40 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,OH,45502,USD,5.49,0.866550,EUR,4.76,,
GPA.3358-6648-0551-45233,"Oct 12, 2021",10:51:40 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,OH,45502,USD,-0.82,0.866550,EUR,-0.71,,
GPA.3315-8055-9874-55004,"Oct 12, 2021",10:51:49 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,OH,45502,USD,3.49,0.866550,EUR,3.02,,
GPA.3315-8055-9874-55004,"Oct 12, 2021",10:51:49 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,OH,45502,USD,-0.52,0.866550,EUR,-0.45,,
GPA.3318-3400-4517-32661,"Oct 12, 2021",11:56:35 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus7Pro,NL,,5583TL,EUR,3.50,1.000000,EUR,3.50,,
GPA.3360-3397-8577-07134,"Oct 12, 2021",1:27:01 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,TX,76016,USD,5.49,0.867250,EUR,4.76,,
GPA.3360-3397-8577-07134,"Oct 12, 2021",1:27:01 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,TX,76016,USD,-0.82,0.867250,EUR,-0.71,,
GPA.3308-0582-3170-65696,"Oct 12, 2021",2:46:19 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,perseus,RU,Воронежская область,394042,RUB,299.17,0.012071,EUR,3.61,,
GPA.3308-0582-3170-65696,"Oct 12, 2021",2:46:19 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,perseus,RU,Воронежская область,394042,RUB,-44.88,0.012071,EUR,-0.54,,
GPA.3320-7978-7362-68482,"Oct 12, 2021",5:52:58 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,q2q,US,AR,72016,USD,5.49,0.867100,EUR,4.76,,
GPA.3320-7978-7362-68482,"Oct 12, 2021",5:52:58 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,q2q,US,AR,72016,USD,-0.82,0.867100,EUR,-0.71,,
GPA.3303-7021-6537-70310,"Oct 13, 2021",3:22:58 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv1,US,KY,40204,USD,3.49,0.865300,EUR,3.02,,
GPA.3303-7021-6537-70310,"Oct 13, 2021",3:22:58 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv1,US,KY,40204,USD,-0.52,0.865300,EUR,-0.45,,
GPA.3344-3862-3957-20812,"Oct 13, 2021",8:21:26 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gtaxlwifi,US,NC,28719,USD,5.49,0.864600,EUR,4.75,,
GPA.3344-3862-3957-20812,"Oct 13, 2021",8:21:26 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gtaxlwifi,US,NC,28719,USD,-0.82,0.864600,EUR,-0.71,,
GPA.3322-1403-8676-60999,"Oct 13, 2021",4:04:18 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,lavender,DE,,50939,EUR,2.13,1.000000,EUR,2.13,,
GPA.3375-9178-8320-70839,"Oct 13, 2021",4:46:38 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,lavender,DE,,50939,EUR,3.56,1.000000,EUR,3.56,,
GPA.3351-3133-8406-00260,"Oct 13, 2021",7:20:16 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,MD,21122,USD,5.49,0.862150,EUR,4.73,,
GPA.3351-3133-8406-00260,"Oct 13, 2021",7:20:16 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,MD,21122,USD,-0.82,0.862150,EUR,-0.71,,
GPA.3353-9120-1906-79678,"Oct 13, 2021",10:40:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,NY,12866,USD,5.49,0.862500,EUR,4.74,,
GPA.3353-9120-1906-79678,"Oct 13, 2021",10:40:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,NY,12866,USD,-0.82,0.862500,EUR,-0.71,,
GPA.3342-1367-3439-81102,"Oct 13, 2021",10:56:04 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,MD,20743,USD,5.49,0.862500,EUR,4.74,,
GPA.3342-1367-3439-81102,"Oct 13, 2021",10:56:04 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,MD,20743,USD,-0.82,0.862500,EUR,-0.71,,
GPA.3308-5392-7366-02150,"Oct 14, 2021",10:07:22 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,IL,60030,USD,5.49,0.862700,EUR,4.74,,
GPA.3308-5392-7366-02150,"Oct 14, 2021",10:07:22 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,IL,60030,USD,-0.82,0.862700,EUR,-0.71,,
GPA.3361-5006-2588-43527,"Oct 14, 2021",2:28:18 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,NJ,08081,USD,3.49,0.862350,EUR,3.01,,
GPA.3361-5006-2588-43527,"Oct 14, 2021",2:28:18 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,NJ,08081,USD,-0.52,0.862350,EUR,-0.45,,
GPA.3341-3326-0271-57358,"Oct 14, 2021",4:49:47 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,FL,33615,USD,3.49,0.862150,EUR,3.01,,
GPA.3341-3326-0271-57358,"Oct 14, 2021",4:49:47 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,FL,33615,USD,-0.52,0.862150,EUR,-0.45,,
GPA.3325-3900-7430-61407,"Oct 14, 2021",6:13:13 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,TX,76544,USD,5.49,0.862750,EUR,4.74,,
GPA.3325-3900-7430-61407,"Oct 14, 2021",6:13:13 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,TX,76544,USD,-0.82,0.862750,EUR,-0.71,,
GPA.3310-3200-9272-14098,"Oct 14, 2021",6:13:27 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2q,US,TX,76544,USD,3.49,0.862750,EUR,3.01,,
GPA.3310-3200-9272-14098,"Oct 14, 2021",6:13:27 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2q,US,TX,76544,USD,-0.52,0.862750,EUR,-0.45,,
GPA.3335-0499-6089-10690,"Oct 14, 2021",7:17:00 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8q,US,MS,39482,USD,3.49,0.862500,EUR,3.01,,
GPA.3335-0499-6089-10690,"Oct 14, 2021",7:17:00 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8q,US,MS,39482,USD,-0.52,0.862500,EUR,-0.45,,
GPA.3307-6161-2494-29450,"Oct 14, 2021",7:17:15 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,MS,39482,USD,5.49,0.862500,EUR,4.74,,
GPA.3307-6161-2494-29450,"Oct 14, 2021",7:17:15 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,MS,39482,USD,-0.82,0.862500,EUR,-0.71,,
GPA.3327-7891-2562-34932,"Oct 15, 2021",12:25:47 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,AR,72740,USD,5.49,0.862400,EUR,4.73,,
GPA.3327-7891-2562-34932,"Oct 15, 2021",12:25:47 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,AR,72740,USD,-0.82,0.862400,EUR,-0.71,,
GPA.3352-7948-1473-40919,"Oct 15, 2021",12:25:59 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8TTMO,US,AR,72740,USD,5.49,0.862400,EUR,4.73,,
GPA.3352-7948-1473-40919,"Oct 15, 2021",12:25:59 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8TTMO,US,AR,72740,USD,-0.82,0.862400,EUR,-0.71,,
GPA.3304-2678-5114-08960,"Oct 15, 2021",3:15:26 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,MI,49612,USD,5.49,0.862150,EUR,4.73,,
GPA.3304-2678-5114-08960,"Oct 15, 2021",3:15:26 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,MI,49612,USD,-0.82,0.862150,EUR,-0.71,,
GPA.3392-2095-0716-08787,"Oct 15, 2021",6:40:51 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,XQ-AT51,GB,,Ng32 3qd,GBP,2.97,1.185400,EUR,3.52,,
GPA.3369-3261-5327-66964,"Oct 15, 2021",7:33:02 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2xq2,US,OR,97048,USD,5.49,0.862150,EUR,4.73,,
GPA.3369-3261-5327-66964,"Oct 15, 2021",7:33:02 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2xq2,US,OR,97048,USD,-0.82,0.862150,EUR,-0.71,,
GPA.3374-4253-9153-99884,"Oct 15, 2021",8:10:17 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,NJ,07621,USD,5.49,0.862150,EUR,4.73,,
GPA.3374-4253-9153-99884,"Oct 15, 2021",8:10:17 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,NJ,07621,USD,-0.82,0.862150,EUR,-0.71,,
