Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID
GPA.3334-7403-9298-75289,"Sep 6, 2021",2:10:47 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,davinci,US,FL,32615,USD,-0.82,0.843000,EUR,-0.69,,
GPA.3349-7788-6458-35977,"Sep 6, 2021",7:24:50 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,SC,29841,USD,3.49,0.842750,EUR,2.94,,
GPA.3349-7788-6458-35977,"Sep 6, 2021",7:24:50 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,SC,29841,USD,-0.52,0.842750,EUR,-0.44,,
GPA.3330-7422-0788-16555,"Sep 6, 2021",8:35:08 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,SC,29841,USD,5.49,0.842700,EUR,4.63,,
GPA.3330-7422-0788-16555,"Sep 6, 2021",8:35:08 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,SC,29841,USD,-0.82,0.842700,EUR,-0.69,,
GPA.3313-0890-5557-79505,"Sep 6, 2021",8:42:17 AM PDT,,Charge,,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,0,,beyondxq,US,CA,91344,USD,3.49,0.842700,EUR,2.94,,
GPA.3313-0890-5557-79505,"Sep 6, 2021",8:42:17 AM PDT,,Google fee,,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,0,,beyondxq,US,CA,91344,USD,-0.52,0.842700,EUR,-0.44,,
GPA.3313-0890-5557-79505,"Sep 6, 2021",8:44:40 AM PDT,,Charge refund,Full,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,0,,beyondxq,US,CA,91344,USD,-3.49,0.842700,EUR,-2.94,,
GPA.3313-0890-5557-79505,"Sep 6, 2021",8:44:40 AM PDT,,Google fee refund,Full,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,0,,beyondxq,US,CA,91344,USD,0.52,0.842700,EUR,0.44,,
GPA.3314-5291-4203-51326,"Sep 6, 2021",8:56:27 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Morgan_4G,US,NC,28116,USD,3.49,0.842700,EUR,2.94,,
GPA.3314-5291-4203-51326,"Sep 6, 2021",8:56:27 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Morgan_4G,US,NC,28116,USD,-0.52,0.842700,EUR,-0.44,,
GPA.3366-6019-3400-54717,"Sep 7, 2021",6:14:13 AM PDT,,Charge,,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,a51,BR,SP,13454050,BRL,3.69,0.163070,EUR,0.60,,
GPA.3366-6019-3400-54717,"Sep 7, 2021",6:14:13 AM PDT,,Google fee,,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,a51,BR,SP,13454050,BRL,-0.55,0.163070,EUR,-0.09,,
GPA.3366-6019-3400-54717,"Sep 7, 2021",6:15:30 AM PDT,,Charge refund,Full,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,a51,BR,SP,13454050,BRL,-3.69,0.163070,EUR,-0.60,,
GPA.3366-6019-3400-54717,"Sep 7, 2021",6:15:30 AM PDT,,Google fee refund,Full,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,a51,BR,SP,13454050,BRL,0.55,0.163070,EUR,0.09,,
GPA.3317-6293-3307-44504,"Sep 7, 2021",6:15:48 AM PDT,,Charge,,System Info LIve Wallpaper,com.droidbs.wallpaper.live.systeminfo,0,,a51,BR,SP,13454050,BRL,5.99,0.163070,EUR,0.98,,
GPA.3317-6293-3307-44504,"Sep 7, 2021",6:15:48 AM PDT,,Google fee,,System Info LIve Wallpaper,com.droidbs.wallpaper.live.systeminfo,0,,a51,BR,SP,13454050,BRL,-0.90,0.163070,EUR,-0.15,,
GPA.3370-4839-2920-76074,"Sep 7, 2021",5:44:30 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,acexlm,US,NY,13057,USD,5.49,0.844300,EUR,4.64,,
GPA.3370-4839-2920-76074,"Sep 7, 2021",5:44:30 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,acexlm,US,NY,13057,USD,-0.82,0.844300,EUR,-0.69,,
GPA.3365-7458-0124-79440,"Sep 7, 2021",5:55:39 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWLYA,AU,,3174,AUD,4.35,0.623840,EUR,2.71,,
GPA.3365-7458-0124-79440,"Sep 7, 2021",5:55:39 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWLYA,AU,,3174,AUD,-0.65,0.623840,EUR,-0.41,,
GPA.3361-2035-6301-08281,"Sep 7, 2021",5:56:37 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWLYA,AU,,3174,AUD,7.26,0.623840,EUR,4.53,,
GPA.3361-2035-6301-08281,"Sep 7, 2021",5:56:37 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWLYA,AU,,3174,AUD,-1.09,0.623840,EUR,-0.68,,
GPA.3347-5839-9413-36367,"Sep 7, 2021",8:13:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,AU,QLD,4102,AUD,7.26,0.624600,EUR,4.53,,
GPA.3347-5839-9413-36367,"Sep 7, 2021",8:13:11 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,AU,QLD,4102,AUD,-1.09,0.624600,EUR,-0.68,,
GPA.3357-9864-0041-08352,"Sep 7, 2021",9:02:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv7a,US,MS,39365,USD,5.49,0.844250,EUR,4.63,,
GPA.3357-9864-0041-08352,"Sep 7, 2021",9:02:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv7a,US,MS,39365,USD,-0.82,0.844250,EUR,-0.69,,
GPA.3333-2138-6429-02169,"Sep 7, 2021",10:20:54 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a32x,US,TX,77357,USD,5.49,0.844350,EUR,4.64,,
GPA.3333-2138-6429-02169,"Sep 7, 2021",10:20:54 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a32x,US,TX,77357,USD,-0.82,0.844350,EUR,-0.69,,
GPA.3334-7804-8397-23173,"Sep 8, 2021",8:14:41 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,heroqlteatt,US,AL,36201,USD,3.49,0.846200,EUR,2.95,,
GPA.3334-7804-8397-23173,"Sep 8, 2021",8:14:41 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,heroqlteatt,US,AL,36201,USD,-0.52,0.846200,EUR,-0.44,,
GPA.3319-3307-6892-05206,"Sep 8, 2021",11:13:32 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,MD,21157,USD,3.49,0.846050,EUR,2.95,,
GPA.3319-3307-6892-05206,"Sep 8, 2021",11:13:32 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,MD,21157,USD,-0.52,0.846050,EUR,-0.44,,
GPA.3335-1753-2941-33404,"Sep 8, 2021",1:11:10 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh50lm,US,MI,48226,USD,5.49,0.845750,EUR,4.64,,
GPA.3335-1753-2941-33404,"Sep 8, 2021",1:11:10 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh50lm,US,MI,48226,USD,-0.82,0.845750,EUR,-0.69,,
GPA.3332-9165-8150-48444,"Sep 8, 2021",5:01:43 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,herolte,GB,,BA2 3AN,GBP,2.97,1.165400,EUR,3.46,,
GPA.3308-6842-2148-15964,"Sep 8, 2021",6:06:18 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a21,US,OR,97386,USD,3.49,0.846250,EUR,2.95,,
GPA.3308-6842-2148-15964,"Sep 8, 2021",6:06:18 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a21,US,OR,97386,USD,-0.52,0.846250,EUR,-0.44,,
GPA.3397-2410-2569-13434,"Sep 8, 2021",6:06:48 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a21,US,OR,97386,USD,5.49,0.846250,EUR,4.65,,
GPA.3397-2410-2569-13434,"Sep 8, 2021",6:06:48 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a21,US,OR,97386,USD,-0.82,0.846250,EUR,-0.69,,
GPA.3335-9602-9603-04878,"Sep 8, 2021",9:21:01 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta2xlltevzw,US,MI,48153,USD,5.49,0.845700,EUR,4.64,,
GPA.3335-9602-9603-04878,"Sep 8, 2021",9:21:01 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta2xlltevzw,US,MI,48153,USD,-0.82,0.845700,EUR,-0.69,,
GPA.3326-7125-5282-66959,"Sep 9, 2021",11:29:02 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,U614AS,US,MI,49202,USD,5.49,0.845150,EUR,4.64,,
GPA.3326-7125-5282-66959,"Sep 9, 2021",11:29:02 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,U614AS,US,MI,49202,USD,-0.82,0.845150,EUR,-0.69,,
GPA.3380-8394-6629-00347,"Sep 9, 2021",11:29:32 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,U614AS,US,MI,49202,USD,3.49,0.845150,EUR,2.95,,
GPA.3380-8394-6629-00347,"Sep 9, 2021",11:29:32 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,U614AS,US,MI,49202,USD,-0.52,0.845150,EUR,-0.44,,
GPA.3361-3027-6846-17778,"Sep 9, 2021",1:35:10 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sunfish,US,OR,97448,USD,3.49,0.845350,EUR,2.95,,
GPA.3361-3027-6846-17778,"Sep 9, 2021",1:35:10 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sunfish,US,OR,97448,USD,-0.52,0.845350,EUR,-0.44,,
GPA.3342-9779-0271-44162,"Sep 9, 2021",2:35:53 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mid8011,US,MO,65626,USD,5.49,0.845600,EUR,4.64,,
GPA.3342-9779-0271-44162,"Sep 9, 2021",2:35:53 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mid8011,US,MO,65626,USD,-0.82,0.845600,EUR,-0.69,,
GPA.3300-7992-0074-98630,"Sep 9, 2021",2:36:12 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mid8011,US,MO,65626,USD,3.49,0.845600,EUR,2.95,,
GPA.3300-7992-0074-98630,"Sep 9, 2021",2:36:12 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mid8011,US,MO,65626,USD,-0.52,0.845600,EUR,-0.44,,
GPA.3390-4602-0222-33611,"Sep 9, 2021",2:54:38 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus8TMO,US,UT,84067,USD,3.49,0.845600,EUR,2.95,,
GPA.3390-4602-0222-33611,"Sep 9, 2021",2:54:38 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus8TMO,US,UT,84067,USD,-0.52,0.845600,EUR,-0.44,,
GPA.3326-8538-6507-22379,"Sep 9, 2021",2:55:08 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8TMO,US,UT,84067,USD,5.49,0.845600,EUR,4.64,,
GPA.3326-8538-6507-22379,"Sep 9, 2021",2:55:08 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8TMO,US,UT,84067,USD,-0.82,0.845600,EUR,-0.69,,
GPA.3351-7343-3022-84639,"Sep 9, 2021",9:04:34 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,def,US,MT,59808,USD,5.49,0.845150,EUR,4.64,,
GPA.3351-7343-3022-84639,"Sep 9, 2021",9:04:34 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,def,US,MT,59808,USD,-0.82,0.845150,EUR,-0.69,,
GPA.3308-8687-0312-10580,"Sep 9, 2021",9:04:48 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh5lm,US,GA,30281,USD,3.49,0.845150,EUR,2.95,,
GPA.3308-8687-0312-10580,"Sep 9, 2021",9:04:48 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh5lm,US,GA,30281,USD,-0.52,0.845150,EUR,-0.44,,
GPA.3308-5197-7269-12408,"Sep 9, 2021",9:09:54 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,alphalm,US,PA,17566,USD,5.49,0.845150,EUR,4.64,,
GPA.3308-5197-7269-12408,"Sep 9, 2021",9:09:54 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,alphalm,US,PA,17566,USD,-0.82,0.845150,EUR,-0.69,,
GPA.3393-4727-5646-00575,"Sep 10, 2021",11:49:42 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,CA,YT,Y1A4X8,CAD,7.49,0.669590,EUR,5.02,,
GPA.3393-4727-5646-00575,"Sep 10, 2021",11:49:42 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,CA,YT,Y1A4X8,CAD,-1.12,0.669590,EUR,-0.75,,
GPA.3371-6240-4985-56975,"Sep 10, 2021",11:53:13 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51,CA,YT,Y1A4X8,CAD,4.49,0.669590,EUR,3.01,,
GPA.3371-6240-4985-56975,"Sep 10, 2021",11:53:13 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51,CA,YT,Y1A4X8,CAD,-0.67,0.669590,EUR,-0.45,,
GPA.3381-6075-6215-63569,"Sep 10, 2021",3:48:26 PM PDT,,Charge,,System Info LIve Wallpaper,com.droidbs.wallpaper.live.systeminfo,0,,j7toplteue,US,MT,59247,USD,1.99,0.846650,EUR,1.68,,
GPA.3381-6075-6215-63569,"Sep 10, 2021",3:48:26 PM PDT,,Google fee,,System Info LIve Wallpaper,com.droidbs.wallpaper.live.systeminfo,0,,j7toplteue,US,MT,59247,USD,-0.30,0.846650,EUR,-0.25,,
GPA.3381-6075-6215-63569,"Sep 10, 2021",3:51:06 PM PDT,,Charge refund,Full,System Info LIve Wallpaper,com.droidbs.wallpaper.live.systeminfo,0,,j7toplteue,US,MT,59247,USD,-1.99,0.846650,EUR,-1.68,,
GPA.3381-6075-6215-63569,"Sep 10, 2021",3:51:06 PM PDT,,Google fee refund,Full,System Info LIve Wallpaper,com.droidbs.wallpaper.live.systeminfo,0,,j7toplteue,US,MT,59247,USD,0.30,0.846650,EUR,0.25,,
GPA.3318-4400-2532-06844,"Sep 10, 2021",7:03:27 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2q,US,CO,80723,USD,3.49,0.846650,EUR,2.95,,
GPA.3318-4400-2532-06844,"Sep 10, 2021",7:03:27 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2q,US,CO,80723,USD,-0.52,0.846650,EUR,-0.44,,
GPA.3349-1279-5721-58904,"Sep 11, 2021",1:38:47 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sargo,US,MA,02136,USD,3.49,0.846650,EUR,2.95,,
GPA.3349-1279-5721-58904,"Sep 11, 2021",1:38:47 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sargo,US,MA,02136,USD,-0.52,0.846650,EUR,-0.44,,
GPA.3362-9547-4845-77202,"Sep 11, 2021",1:39:52 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sargo,US,MA,02136,USD,5.49,0.846650,EUR,4.65,,
GPA.3362-9547-4845-77202,"Sep 11, 2021",1:39:52 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sargo,US,MA,02136,USD,-0.82,0.846650,EUR,-0.69,,
GPA.3307-2387-7304-39866,"Sep 11, 2021",7:52:19 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,GA,31643,USD,5.49,0.846650,EUR,4.65,,
GPA.3307-2387-7304-39866,"Sep 11, 2021",7:52:19 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,GA,31643,USD,-0.82,0.846650,EUR,-0.69,,
GPA.3309-0402-5882-46399,"Sep 11, 2021",7:52:39 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a12u,US,GA,31643,USD,3.49,0.846650,EUR,2.95,,
GPA.3309-0402-5882-46399,"Sep 11, 2021",7:52:39 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a12u,US,GA,31643,USD,-0.52,0.846650,EUR,-0.44,,
GPA.3396-5616-0054-03572,"Sep 11, 2021",10:36:29 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,OnePlus6,BE,,2960,EUR,3.50,1.000000,EUR,3.50,,
GPA.3310-1074-5156-67527,"Sep 11, 2021",2:48:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7popqltetfnvzw,US,NY,12832,USD,5.49,0.846650,EUR,4.65,,
GPA.3310-1074-5156-67527,"Sep 11, 2021",2:48:11 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7popqltetfnvzw,US,NY,12832,USD,-0.82,0.846650,EUR,-0.69,,
GPA.3332-0541-8629-80776,"Sep 11, 2021",2:50:59 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7popqltetfnvzw,US,NY,12832,USD,3.49,0.846650,EUR,2.95,,
GPA.3332-0541-8629-80776,"Sep 11, 2021",2:50:59 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7popqltetfnvzw,US,NY,12832,USD,-0.52,0.846650,EUR,-0.44,,
GPA.3366-4044-6097-75495,"Sep 11, 2021",7:51:47 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,NV,89122,USD,5.49,0.846650,EUR,4.65,,
GPA.3366-4044-6097-75495,"Sep 11, 2021",7:51:47 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,NV,89122,USD,-0.82,0.846650,EUR,-0.69,,
GPA.3336-1668-6267-26836,"Sep 11, 2021",10:23:04 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,TX,77471,USD,3.49,0.846650,EUR,2.95,,
GPA.3336-1668-6267-26836,"Sep 11, 2021",10:23:04 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,TX,77471,USD,-0.52,0.846650,EUR,-0.44,,
GPA.3381-5577-4092-37557,"Sep 11, 2021",10:24:07 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,TX,77471,USD,5.49,0.846650,EUR,4.65,,
GPA.3381-5577-4092-37557,"Sep 11, 2021",10:24:07 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,TX,77471,USD,-0.82,0.846650,EUR,-0.69,,
GPA.3373-5992-0056-73092,"Sep 12, 2021",6:23:00 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,FP2,DE,,30161,EUR,3.56,1.000000,EUR,3.56,,
GPA.3316-4355-0048-92917,"Sep 12, 2021",6:42:13 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,SHIFT6m,DE,,37574,EUR,3.56,1.000000,EUR,3.56,,
GPA.3370-7328-2229-78209,"Sep 12, 2021",12:01:16 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,TX,77388,USD,5.49,0.846650,EUR,4.65,,
GPA.3370-7328-2229-78209,"Sep 12, 2021",12:01:16 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,TX,77388,USD,-0.82,0.846650,EUR,-0.69,,
GPA.3306-5672-3133-06452,"Sep 12, 2021",12:04:01 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,TX,77388,USD,3.49,0.846650,EUR,2.95,,
GPA.3306-5672-3133-06452,"Sep 12, 2021",12:04:01 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,TX,77388,USD,-0.52,0.846650,EUR,-0.44,,
GPA.3312-9211-9369-06956,"Sep 12, 2021",6:51:00 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,borneo,US,PA,16041,USD,3.49,0.846600,EUR,2.95,,
GPA.3312-9211-9369-06956,"Sep 12, 2021",6:51:00 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,borneo,US,PA,16041,USD,-0.52,0.846600,EUR,-0.44,,
GPA.3352-8933-2287-11038,"Sep 12, 2021",10:19:54 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofiap,US,NC,27502,USD,5.49,0.847100,EUR,4.65,,
GPA.3352-8933-2287-11038,"Sep 12, 2021",10:19:54 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofiap,US,NC,27502,USD,-0.82,0.847100,EUR,-0.69,,
GPA.3345-7643-8449-96707,"Sep 12, 2021",10:46:37 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,WI,54403,USD,5.49,0.847100,EUR,4.65,,
GPA.3345-7643-8449-96707,"Sep 12, 2021",10:46:37 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,WI,54403,USD,-0.82,0.847100,EUR,-0.69,,
GPA.3354-7597-0983-41944,"Sep 13, 2021",5:01:51 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3s,GB,,SP12HZ,GBP,2.97,1.171800,EUR,3.48,,
GPA.3391-0563-7190-24106,"Sep 14, 2021",4:08:23 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,HWSTK-HF,FR,,56100,EUR,3.54,1.000000,EUR,3.54,,
GPA.3386-7539-8890-08750,"Sep 14, 2021",4:12:54 AM PDT,,Charge,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,HWSTK-HF,FR,,56100,EUR,2.12,1.000000,EUR,2.12,,
GPA.3388-2810-5292-61339,"Sep 14, 2021",4:23:55 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownlte,GB,,BN26TS,GBP,2.97,1.173300,EUR,3.48,,
