Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3361-1956-5960-07588,"Aug 7, 2021",10:23:03 AM PDT,,Charge,,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,r8q,DE,,73431,EUR,0.71,1.000000,EUR,0.71
GPA.3393-9810-0263-20327,"Aug 7, 2021",10:58:39 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,VA,23601,USD,3.49,0.850200,EUR,2.97
GPA.3393-9810-0263-20327,"Aug 7, 2021",10:58:39 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,VA,23601,USD,-0.52,0.850200,EUR,-0.44
GPA.3319-9729-0352-48330,"Aug 7, 2021",11:43:16 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,marlin,US,CA,96019,USD,1.99,0.850200,EUR,1.69
GPA.3319-9729-0352-48330,"Aug 7, 2021",11:43:16 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,marlin,US,CA,96019,USD,-0.30,0.850200,EUR,-0.26
GPA.3311-9199-8062-35382,"Aug 7, 2021",3:21:20 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,TX,78130,USD,3.49,0.850200,EUR,2.97
GPA.3311-9199-8062-35382,"Aug 7, 2021",3:21:20 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,TX,78130,USD,-0.52,0.850200,EUR,-0.44
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,BRL,12.99,0.162480,EUR,2.11
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,BRL,-1.95,0.162480,EUR,-0.32
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,Brazil CIDE Withholding Tax,Tax,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,-0.21,1.000000,EUR,-0.21
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,Brazil CIDE Withholding Tax,Tax,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,0.03,1.000000,EUR,0.03
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,Brazil IRRF Withholding Tax,Tax,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,0.05,1.000000,EUR,0.05
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,Brazil IRRF Withholding Tax,Tax,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,-0.32,1.000000,EUR,-0.32
GPA.3362-3811-8465-26809,"Aug 7, 2021",4:18:59 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,pyxis,UA,Луганська область,91000,UAH,149.99,0.031736,EUR,4.76
GPA.3362-3811-8465-26809,"Aug 7, 2021",4:18:59 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,pyxis,UA,Луганська область,91000,UAH,-22.50,0.031736,EUR,-0.71
GPA.3314-4807-4974-43465,"Aug 7, 2021",4:19:12 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,pyxis,UA,Луганська область,91000,UAH,94.99,0.031736,EUR,3.01
GPA.3314-4807-4974-43465,"Aug 7, 2021",4:19:12 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,pyxis,UA,Луганська область,91000,UAH,-14.25,0.031736,EUR,-0.45
GPA.3346-6690-4662-51028,"Aug 7, 2021",5:19:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserltesq,US,AL,35126,USD,5.49,0.850200,EUR,4.67
GPA.3346-6690-4662-51028,"Aug 7, 2021",5:19:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserltesq,US,AL,35126,USD,-0.82,0.850200,EUR,-0.70
GPA.3302-2668-5500-37935,"Aug 7, 2021",5:20:09 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cruiserltesq,US,AL,35126,USD,3.49,0.850200,EUR,2.97
GPA.3302-2668-5500-37935,"Aug 7, 2021",5:20:09 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cruiserltesq,US,AL,35126,USD,-0.52,0.850200,EUR,-0.44
GPA.3392-7472-6462-92590,"Aug 8, 2021",12:54:50 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3s,GB,,ME15 7SE,GBP,2.97,1.179500,EUR,3.50
GPA.3309-0475-2276-29373,"Aug 8, 2021",3:03:49 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,z3s,GB,,ME15 7SE,GBP,1.84,1.179500,EUR,2.17
GPA.3382-3994-4663-33825,"Aug 8, 2021",3:47:54 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,TX,75006,USD,3.49,0.850200,EUR,2.97
GPA.3382-3994-4663-33825,"Aug 8, 2021",3:47:54 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,TX,75006,USD,-0.52,0.850200,EUR,-0.44
GPA.3305-5002-6062-88371,"Aug 8, 2021",5:28:22 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltesq,US,TX,77662,USD,5.49,0.850200,EUR,4.67
GPA.3305-5002-6062-88371,"Aug 8, 2021",5:28:22 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltesq,US,TX,77662,USD,-0.82,0.850200,EUR,-0.70
GPA.3344-3711-7297-74721,"Aug 8, 2021",8:45:14 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,ME,04005,USD,5.49,0.850200,EUR,4.67
GPA.3344-3711-7297-74721,"Aug 8, 2021",8:45:14 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,ME,04005,USD,-0.82,0.850200,EUR,-0.70
GPA.3386-0666-7471-70866,"Aug 8, 2021",10:34:46 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqlteue,US,NY,10952,USD,5.49,0.850200,EUR,4.67
GPA.3386-0666-7471-70866,"Aug 8, 2021",10:34:46 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqlteue,US,NY,10952,USD,-0.82,0.850200,EUR,-0.70
GPA.3343-7675-6969-18244,"Aug 8, 2021",11:26:11 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,walleye,US,MI,49727,USD,3.49,0.850200,EUR,2.97
GPA.3343-7675-6969-18244,"Aug 8, 2021",11:26:11 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,walleye,US,MI,49727,USD,-0.52,0.850200,EUR,-0.44
GPA.3339-3785-1766-72808,"Aug 8, 2021",12:37:34 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j3topeltevzw,US,TX,77565,USD,5.49,0.850200,EUR,4.67
GPA.3339-3785-1766-72808,"Aug 8, 2021",12:37:34 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j3topeltevzw,US,TX,77565,USD,-0.82,0.850200,EUR,-0.70
GPA.3392-8058-1724-18361,"Aug 8, 2021",12:54:39 PM PDT,,Charge refund,Full,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,BRL,-12.99,0.162480,EUR,-2.11
GPA.3392-8058-1724-18361,"Aug 8, 2021",12:54:39 PM PDT,,Google fee refund,Full,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,BRL,1.95,0.162480,EUR,0.32
GPA.3392-8058-1724-18361,"Aug 8, 2021",12:54:39 PM PDT,Brazil CIDE Withholding Tax,Tax refund,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,-0.03,1.000000,EUR,-0.03
GPA.3392-8058-1724-18361,"Aug 8, 2021",12:54:39 PM PDT,Brazil CIDE Withholding Tax,Tax refund,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,0.21,1.000000,EUR,0.21
GPA.3392-8058-1724-18361,"Aug 8, 2021",12:54:39 PM PDT,Brazil IRRF Withholding Tax,Tax refund,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,0.32,1.000000,EUR,0.32
GPA.3392-8058-1724-18361,"Aug 8, 2021",12:54:39 PM PDT,Brazil IRRF Withholding Tax,Tax refund,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,-0.05,1.000000,EUR,-0.05
GPA.3364-2833-7679-81235,"Aug 8, 2021",1:08:29 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,caymanlm,US,OK,73068,USD,5.49,0.850100,EUR,4.67
GPA.3364-2833-7679-81235,"Aug 8, 2021",1:08:29 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,caymanlm,US,OK,73068,USD,-0.82,0.850100,EUR,-0.70
GPA.3351-2230-0639-76332,"Aug 8, 2021",1:08:38 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,caymanlm,US,OK,73068,USD,3.49,0.850100,EUR,2.97
GPA.3351-2230-0639-76332,"Aug 8, 2021",1:08:38 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,caymanlm,US,OK,73068,USD,-0.52,0.850100,EUR,-0.44
GPA.3329-7163-7872-70753,"Aug 8, 2021",3:26:39 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,caymanlm,US,SC,29016,USD,5.49,0.850200,EUR,4.67
GPA.3329-7163-7872-70753,"Aug 8, 2021",3:26:39 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,caymanlm,US,SC,29016,USD,-0.82,0.850200,EUR,-0.70
GPA.3309-2007-3371-50070,"Aug 8, 2021",4:32:41 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j3popltevzw,US,NE,68505,USD,3.49,0.850450,EUR,2.97
GPA.3309-2007-3371-50070,"Aug 8, 2021",4:32:41 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j3popltevzw,US,NE,68505,USD,-0.52,0.850450,EUR,-0.44
GPA.3371-7210-2098-15178,"Aug 8, 2021",7:17:04 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,judypn,US,OH,45150,USD,1.99,0.851000,EUR,1.69
GPA.3371-7210-2098-15178,"Aug 8, 2021",7:17:04 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,judypn,US,OH,45150,USD,-0.30,0.851000,EUR,-0.26
GPA.3395-7248-5347-23529,"Aug 8, 2021",7:45:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,CA,95206,USD,5.49,0.851000,EUR,4.67
GPA.3395-7248-5347-23529,"Aug 8, 2021",7:45:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,CA,95206,USD,-0.82,0.851000,EUR,-0.70
GPA.3385-8844-4607-85263,"Aug 8, 2021",10:22:38 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,jflte,GB,,S44 6RU,GBP,1.84,1.179500,EUR,2.17
GPA.3383-6521-7413-90092,"Aug 8, 2021",11:41:19 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,CA,95973,USD,5.49,0.850300,EUR,4.67
GPA.3383-6521-7413-90092,"Aug 8, 2021",11:41:19 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,CA,95973,USD,-0.82,0.850300,EUR,-0.70
GPA.3337-2903-7284-26401,"Aug 9, 2021",10:30:11 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,OH,44483,USD,3.49,0.851200,EUR,2.97
GPA.3348-9140-0221-26116,"Aug 9, 2021",9:51:52 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,NY,12065,USD,-0.52,0.851900,EUR,-0.44
GPA.3326-9565-6429-85785,"Aug 10, 2021",1:56:18 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1s,GB,,CM11 2SG,GBP,1.84,1.179800,EUR,2.17
GPA.3361-8260-0475-51724,"Aug 10, 2021",2:38:23 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,o1q,US,AK,99703,USD,1.99,0.852500,EUR,1.70
GPA.3361-8260-0475-51724,"Aug 10, 2021",2:38:23 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,o1q,US,AK,99703,USD,-0.30,0.852500,EUR,-0.26
GPA.3335-5320-4074-66506,"Aug 10, 2021",6:09:47 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta4l,SE,,41517,SEK,33.32,0.097922,EUR,3.26
GPA.3339-4867-7502-21864,"Aug 10, 2021",7:23:07 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownlte,US,GA,30720,USD,5.49,0.853400,EUR,4.69
GPA.3339-4867-7502-21864,"Aug 10, 2021",7:23:07 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownlte,US,GA,30720,USD,-0.82,0.853400,EUR,-0.70
GPA.3387-0628-3838-30862,"Aug 10, 2021",7:23:16 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crownlte,US,GA,30720,USD,3.49,0.853400,EUR,2.98
GPA.3387-0628-3838-30862,"Aug 10, 2021",7:23:16 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crownlte,US,GA,30720,USD,-0.52,0.853400,EUR,-0.44
GPA.3324-3215-7493-04103,"Aug 10, 2021",8:30:58 AM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,a51,US,NY,12502,USD,2.49,0.853600,EUR,2.13
GPA.3324-3215-7493-04103,"Aug 10, 2021",8:30:58 AM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,a51,US,NY,12502,USD,-0.37,0.853600,EUR,-0.32
GPA.3390-4980-1602-54470,"Aug 10, 2021",8:50:46 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Armor_X7_Pro,US,TX,78654,USD,3.49,0.853600,EUR,2.98
GPA.3390-4980-1602-54470,"Aug 10, 2021",8:50:46 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Armor_X7_Pro,US,TX,78654,USD,-0.52,0.853600,EUR,-0.44
GPA.3339-6287-8798-78847,"Aug 10, 2021",8:51:28 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Armor_X7_Pro,US,TX,78654,USD,5.49,0.853600,EUR,4.69
GPA.3339-6287-8798-78847,"Aug 10, 2021",8:51:28 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Armor_X7_Pro,US,TX,78654,USD,-0.82,0.853600,EUR,-0.70
GPA.3335-5952-6075-18111,"Aug 10, 2021",9:22:46 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,channel,US,TX,78654,USD,5.49,0.853400,EUR,4.69
GPA.3335-5952-6075-18111,"Aug 10, 2021",9:22:46 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,channel,US,TX,78654,USD,-0.82,0.853400,EUR,-0.70
GPA.3301-1481-3116-77761,"Aug 10, 2021",9:25:11 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,channel,US,TX,78654,USD,5.49,0.853400,EUR,4.69
GPA.3301-1481-3116-77761,"Aug 10, 2021",9:25:11 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,channel,US,TX,78654,USD,-0.82,0.853400,EUR,-0.70
GPA.3379-5666-2652-59848,"Aug 10, 2021",12:10:18 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,nash,US,PA,18103,USD,5.49,0.853350,EUR,4.68
GPA.3379-5666-2652-59848,"Aug 10, 2021",12:10:18 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,nash,US,PA,18103,USD,-0.82,0.853350,EUR,-0.70
GPA.3393-2307-4650-16028,"Aug 10, 2021",12:46:54 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond2q,CA,ON,N8R 2G3,CAD,4.49,0.681130,EUR,3.06
GPA.3393-2307-4650-16028,"Aug 10, 2021",12:46:54 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond2q,CA,ON,N8R 2G3,CAD,-0.67,0.681130,EUR,-0.46
GPA.3379-8011-0435-59692,"Aug 10, 2021",1:09:05 PM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,heroqlteatt,US,NY,13321,USD,2.49,0.853100,EUR,2.12
GPA.3379-8011-0435-59692,"Aug 10, 2021",1:09:05 PM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,heroqlteatt,US,NY,13321,USD,-0.37,0.853100,EUR,-0.32
GPA.3324-4234-6736-24549,"Aug 10, 2021",1:09:36 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,heroqlteatt,US,NY,13321,USD,1.99,0.853100,EUR,1.70
GPA.3324-4234-6736-24549,"Aug 10, 2021",1:09:36 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,heroqlteatt,US,NY,13321,USD,-0.30,0.853100,EUR,-0.26
GPA.3338-6193-7278-65781,"Aug 10, 2021",1:10:28 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a70q,CA,BC,V8T 4C8,CAD,7.49,0.681120,EUR,5.10
GPA.3338-6193-7278-65781,"Aug 10, 2021",1:10:28 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a70q,CA,BC,V8T 4C8,CAD,-1.12,0.681120,EUR,-0.76
GPA.3366-9332-9825-33678,"Aug 10, 2021",3:42:55 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a52xq,US,WI,54128,USD,3.49,0.853250,EUR,2.98
GPA.3366-9332-9825-33678,"Aug 10, 2021",3:42:55 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a52xq,US,WI,54128,USD,-0.52,0.853250,EUR,-0.44
GPA.3318-8737-9400-73323,"Aug 10, 2021",4:19:55 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,bloomq,AU,,2620,AUD,7.26,0.627000,EUR,4.55
GPA.3318-8737-9400-73323,"Aug 10, 2021",4:19:55 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,bloomq,AU,,2620,AUD,-1.09,0.627000,EUR,-0.68
GPA.3397-9680-8823-66509,"Aug 10, 2021",8:13:01 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a52xq,US,MD,21639,USD,3.49,0.853200,EUR,2.98
GPA.3397-9680-8823-66509,"Aug 10, 2021",8:13:01 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a52xq,US,MD,21639,USD,-0.52,0.853200,EUR,-0.44
GPA.3338-4385-3480-76590,"Aug 10, 2021",8:14:01 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a52xq,US,MD,21639,USD,5.49,0.853200,EUR,4.68
GPA.3338-4385-3480-76590,"Aug 10, 2021",8:14:01 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a52xq,US,MD,21639,USD,-0.82,0.853200,EUR,-0.70
GPA.3377-0644-3990-01372,"Aug 11, 2021",4:43:01 AM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,mdh5lm,US,NE,68512,USD,2.49,0.853900,EUR,2.13
GPA.3377-0644-3990-01372,"Aug 11, 2021",4:43:01 AM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,mdh5lm,US,NE,68512,USD,-0.37,0.853900,EUR,-0.32
GPA.3392-3311-1089-13560,"Aug 11, 2021",11:17:14 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,caymanlm,US,SC,29016,USD,3.49,0.851250,EUR,2.97
GPA.3392-3311-1089-13560,"Aug 11, 2021",11:17:14 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,caymanlm,US,SC,29016,USD,-0.52,0.851250,EUR,-0.44
GPA.3300-4730-9206-94360,"Aug 11, 2021",4:15:16 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,cv1,US,OH,45118,USD,1.99,0.851650,EUR,1.69
GPA.3300-4730-9206-94360,"Aug 11, 2021",4:15:16 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,cv1,US,OH,45118,USD,-0.30,0.851650,EUR,-0.26
GPA.3305-5550-0948-70201,"Aug 11, 2021",6:47:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,heroqlteue,US,TX,78108,USD,5.49,0.851600,EUR,4.68
GPA.3305-5550-0948-70201,"Aug 11, 2021",6:47:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,heroqlteue,US,TX,78108,USD,-0.82,0.851600,EUR,-0.70
GPA.3360-7872-7517-12064,"Aug 11, 2021",7:49:31 PM PDT,,Charge,,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,OP4F2F,NL,,5044 DG,EUR,0.70,1.000000,EUR,0.70
GPA.3360-7872-7517-12064,"Aug 11, 2021",8:05:43 PM PDT,,Charge refund,Full,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,OP4F2F,NL,,5044 DG,EUR,-0.70,1.000000,EUR,-0.70
GPA.3360-9301-2176-45254,"Aug 12, 2021",12:27:15 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1s,DE,,44869,EUR,2.13,1.000000,EUR,2.13
GPA.3395-8307-7006-79064,"Aug 12, 2021",3:46:14 AM PDT,,Charge,,Dragon Live wallpaper,com.droidbs.wallpaper.live.dragon,0,,gts4lwifi,US,MA,02777,USD,0.99,0.851300,EUR,0.84
